1	288.13
2	288.09
3	288.04999
4	288.03
5	288.03
6	288.09
7	288.22
8	288.23999
9	288.22
10	288.32001
11	288.32001
12	288.32001
13	288.29999
14	288.51001
15	288.48999
16	288.47
17	288.41
18	288.39001
19	288.41
20	288.41
21	288.32001
22	288.17999
23	288.13
24	288.04999
25	288.03
26	288.09
27	288.17999
28	288.22
29	288.29999
30	288.29999
31	288.29999
32	288.39001
33	288.41
34	288.41
35	288.32001
36	288.42999
37	288.45001
38	288.45001
39	288.39001
40	288.28
41	288.26001
42	288.13
43	288.09
44	288.07001
45	288.13
46	288.10999
47	288.09
48	288.03
49	287.97
50	288.01001
51	288.01001
52	288.09
53	288.23999
54	288.29999
55	288.47
56	288.51001
57	288.59
58	288.54999
59	288.42999
60	288.45001
61	288.35999
62	288.35999
63	288.35999
64	288.41
65	288.35999
66	288.34
67	288.26001
68	288.20001
69	288.03
70	288.03
71	288.04999
72	288.04999
73	288.03
74	288.09
75	288.13
76	288.22
77	288.22
78	288.20001
79	288.26001
80	288.29999
81	288.26001
82	288.32001
83	288.32001
84	288.32001
85	288.35999
86	288.45001
87	288.45001
88	288.42999
89	288.39001
90	288.26001
91	288.16
92	288.07001
93	288.13
94	288.26001
95	288.39001
96	288.42999
97	288.47
98	288.45001
99	288.47
100	288.48999
101	288.64001
102	288.64001
103	288.78
104	288.89001
105	288.92999
106	289.17999
107	289.41
108	289.66
109	289.66
110	290
111	290.16
112	290.20001
113	290.32999
114	290.48001
115	290.51999
116	290.56
117	290.82999
118	290.82999
119	290.94
120	291.10001
121	291.17001
122	291.20999
123	291.25
124	291.38
125	291.44
126	291.51999
127	291.56
128	291.56
129	291.70999
130	291.70999
131	291.75
132	291.82001
133	291.84
134	291.84
135	291.98001
136	292.01999
137	291.98001
138	291.95999
139	291.94
140	291.88
141	291.88
142	292.01999
143	292
144	291.98001
145	291.98001
146	292
147	292
148	292
149	291.94
150	292.01999
151	292.01999
152	292.04999
153	292.10999
154	292.09
155	292.14999
156	292.17001
157	292.13
158	292.20999
159	292.23001
160	292.25
161	292.19
162	292.28
163	292.25
164	292.29999
165	292.28
166	292.38
167	292.45999
168	292.44
169	292.39999
170	292.42001
171	292.34
172	292.32001
173	292.32001
174	292.32001
175	292.32001
176	292.29999
177	292.34
178	292.28
179	292.29999
180	292.29999
181	292.25
182	292.25
183	292.29999
184	292.34
185	292.38
186	292.34
187	292.38
188	292.42001
189	292.44
190	292.44
191	292.45999
192	292.44
193	292.48001
194	292.54999
195	292.57001
196	292.57001
197	292.69
198	292.64999
199	292.64999
200	292.63
201	292.59
202	292.63
203	292.64999
204	292.59
205	292.59
206	292.59
207	292.54999
208	292.53
209	292.53
210	292.51001
211	292.51001
212	292.51001
213	292.48001
214	292.42001
215	292.48001
216	292.45999
217	292.51001
218	292.45999
219	292.45999
