,Tag,Doin (mV),No.peak,DOmin (mV),DDO (mV),Sheet Name,Sample Name
337,GGA20-HH5,328.80625,3047,264.09999,64.70625999999999,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA20-HH 5 mg-L-30092024-Q=50.1mL-phút-1
338,GGA20-HH5,331.525,3518,270.5,61.02499999999998,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA20-HH 5 mg-L-30092024-Q=50.1mL-phút-1
339,GGA20-HH5,331.125,3992,273.20001,57.92498999999998,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA20-HH 5 mg-L-30092024-Q=50.1mL-phút-1
340,GGA20-HH5,333.196,4464,273.20001,59.995990000000006,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA20-HH 5 mg-L-30092024-Q=50.1mL-phút-1
341,GGA20-HH5,331.45209,4937,266.0,65.45209,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA20-HH 5 mg-L-30092024-Q=50.1mL-phút-1
342,GGA20-HH5,331.07292,5411,272.70001,58.37290999999999,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA20-HH 5 mg-L-30092024-Q=50.1mL-phút-1
343,GGA20-HH5,331.425,5885,273.40001,58.02499,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA20-HH 5 mg-L-30092024-Q=50.1mL-phút-1
344,GGA20,333.03959,301,274.30001,58.73957999999999,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA20-HH 10 mg-L-30092024-Q=50.4mL-phút-1
345,GGA20,333.99583,773,272.89999,61.09584000000001,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA20-HH 10 mg-L-30092024-Q=50.4mL-phút-1
346,GGA20,331.23125,1237,271.4,59.83125000000001,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA20-HH 10 mg-L-30092024-Q=50.4mL-phút-1
347,GGA20,332.31458,1709,272.19999,60.114589999999964,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA20-HH 10 mg-L-30092024-Q=50.4mL-phút-1
348,GGA20,330.57708,2182,270.90001,59.677070000000015,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA20-HH 10 mg-L-30092024-Q=50.4mL-phút-1
349,GGA20,330.668,2656,270.70001,59.967989999999986,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA20-HH 10 mg-L-30092024-Q=50.4mL-phút-1
350,GGA20-HH10,332.74792,3128,273.40001,59.34791000000001,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA20-HH 10 mg-L-30092024-Q=50.4mL-phút-1
351,GGA20-HH10,330.02917,3603,266.7,63.32917000000003,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA20-HH 10 mg-L-30092024-Q=50.4mL-phút-1
352,GGA20-HH10,324.396,4073,264.40001,59.995990000000006,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA20-HH 10 mg-L-30092024-Q=50.4mL-phút-1
353,GGA20-HH10,325.716,4548,265.8,59.916,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA20-HH 10 mg-L-30092024-Q=50.4mL-phút-1
354,GGA20-HH10,324.58824,5022,267.89999,56.68824999999998,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA20-HH 10 mg-L-30092024-Q=50.4mL-phút-1
355,GGA20-HH10,326.07059,5501,270.39999,55.67059999999998,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA20-HH 10 mg-L-30092024-Q=50.4mL-phút-1
356,GGA15,336.60192,301,279.50001,57.10191000000003,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA15-HH 15 mg-L-30092024-Q=50.26mL-phút-1
357,GGA15,337.726,774,278.9,58.82600000000002,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA15-HH 15 mg-L-30092024-Q=50.26mL-phút-1
358,GGA15,338.448,1247,279.90001,58.54798999999997,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA15-HH 15 mg-L-30092024-Q=50.26mL-phút-1
359,GGA15,336.834,1721,277.59999,59.23401000000001,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA15-HH 15 mg-L-30092024-Q=50.26mL-phút-1
360,GGA15,333.986,2196,277.90001,56.08598999999998,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA15-HH 15 mg-L-30092024-Q=50.26mL-phút-1
361,GGA15,334.08628,2666,276.69999,57.386289999999974,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA15-HH 15 mg-L-30092024-Q=50.26mL-phút-1
362,GGA15,333.418,3140,274.89999,58.518010000000004,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA15-HH 15 mg-L-30092024-Q=50.26mL-phút-1
363,GGA15-HH 15,339.26731,3611,282.79999,56.46732000000003,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA15-HH 15 mg-L-30092024-Q=50.26mL-phút-1
364,GGA15-HH 15,339.488,4088,284.79999,54.68801000000002,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA15-HH 15 mg-L-30092024-Q=50.26mL-phút-1
365,GGA15-HH 15,340.218,4561,287.09999,53.11801000000003,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA15-HH 15 mg-L-30092024-Q=50.26mL-phút-1
366,GGA15-HH 15,339.036,5034,286.1,52.93599999999998,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA15-HH 15 mg-L-30092024-Q=50.26mL-phút-1
367,GGA15-HH 15,339.526,5507,287.2,52.32600000000002,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA15-HH 15 mg-L-30092024-Q=50.26mL-phút-1
368,GGA15-HH 15,340.946,5978,289.9,51.04600000000005,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA15-HH 15 mg-L-30092024-Q=50.26mL-phút-1
369,GGA15-HH 15,339.036,6455,288.19999,50.83600999999999,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA15-HH 15 mg-L-30092024-Q=50.26mL-phút-1
370,GGA15-HH 15,338.772,6926,289.5,49.27199999999999,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA15-HH 15 mg-L-30092024-Q=50.26mL-phút-1
371,GGA15-HH 15,323.492,7400,276.2,47.29200000000003,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA15-HH 15 mg-L-30092024-Q=50.26mL-phút-1
372,GGA15-HH 15,311.55192,7873,268.79999,42.751930000000016,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA15-HH 15 mg-L-30092024-Q=50.26mL-phút-1
373,GGA15-HH 15,306.746,8349,264.80001,41.945989999999995,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA15-HH 15 mg-L-30092024-Q=50.26mL-phút-1
374,GGA15-HH 15,304.18039,8821,261.90001,42.28037999999998,U196-H5-VS2-27.09.2024,U196-H5-VS2-GGA15-HH 15 mg-L-30092024-Q=50.26mL-phút-1
375,GGA20,369.92895,301,348.19999,21.728959999999972,U197-H6-VS2-29.09.2024,U197-H6-VS2-GGA20-HH 15 mg-L-30092024-Q=50.32mL-phút-1
376,GGA20,369.305,774,347.5,21.805000000000007,U197-H6-VS2-29.09.2024,U197-H6-VS2-GGA20-HH 15 mg-L-30092024-Q=50.32mL-phút-1
377,GGA20,369.51579,1249,347.5,22.01578999999998,U197-H6-VS2-29.09.2024,U197-H6-VS2-GGA20-HH 15 mg-L-30092024-Q=50.32mL-phút-1
378,GGA20,368.66486,1720,347.79999,20.864869999999996,U197-H6-VS2-29.09.2024,U197-H6-VS2-GGA20-HH 15 mg-L-30092024-Q=50.32mL-phút-1
379,GGA20,368.48421,2194,348.6,19.884209999999996,U197-H6-VS2-29.09.2024,U197-H6-VS2-GGA20-HH 15 mg-L-30092024-Q=50.32mL-phút-1
380,GGA20-HH 15,367.65,2667,349.20001,18.449989999999957,U197-H6-VS2-29.09.2024,U197-H6-VS2-GGA20-HH 15 mg-L-30092024-Q=50.32mL-phút-1
381,GGA20-HH 15,370.28421,3140,355.8,14.484209999999962,U197-H6-VS2-29.09.2024,U197-H6-VS2-GGA20-HH 15 mg-L-30092024-Q=50.32mL-phút-1
382,GGA20-HH 15,369.83421,3612,359.10001,10.734199999999987,U197-H6-VS2-29.09.2024,U197-H6-VS2-GGA20-HH 15 mg-L-30092024-Q=50.32mL-phút-1
383,GGA20-HH 15,371.48,4088,362.30001,9.179990000000032,U197-H6-VS2-29.09.2024,U197-H6-VS2-GGA20-HH 15 mg-L-30092024-Q=50.32mL-phút-1
384,GGA20-HH 15,376.88919,4562,368.09999,8.789199999999994,U197-H6-VS2-29.09.2024,U197-H6-VS2-GGA20-HH 15 mg-L-30092024-Q=50.32mL-phút-1
385,GGA20-HH 15,376.8946,5034,368.2,8.694600000000037,U197-H6-VS2-29.09.2024,U197-H6-VS2-GGA20-HH 15 mg-L-30092024-Q=50.32mL-phút-1
386,GGA15,307.31613,301,241.69999,65.61613999999997,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 5 mg-L-01102024-Q=50.4mL-phút-2
387,GGA15,310.81613,776,246.09999,64.71614,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 5 mg-L-01102024-Q=50.4mL-phút-2
388,GGA15,312.22083,1248,247.2,65.02082999999999,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 5 mg-L-01102024-Q=50.4mL-phút-2
389,GGA15,312.58958,1722,248.1,64.48958000000002,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 5 mg-L-01102024-Q=50.4mL-phút-2
390,GGA15,313.87959,2195,250.80001,63.07958000000002,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 5 mg-L-01102024-Q=50.4mL-phút-2
391,GGA15-HH 5,318.83333,2670,248.9,69.93332999999998,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 5 mg-L-01102024-Q=50.4mL-phút-2
392,GGA15-HH 5,319.89792,3141,256.3,63.59791999999999,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 5 mg-L-01102024-Q=50.4mL-phút-2
393,GGA15-HH 5,319.925,3615,259.79999,60.12501000000003,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 5 mg-L-01102024-Q=50.4mL-phút-2
394,GGA15-HH 5,321.446,4088,260.4,61.04600000000005,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 5 mg-L-01102024-Q=50.4mL-phút-2
395,GGA15-HH 5,316.38542,4563,262.6,53.78541999999999,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 5 mg-L-01102024-Q=50.4mL-phút-2
396,GGA15-HH 5,316.66875,5037,264.60001,52.06873999999999,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 5 mg-L-01102024-Q=50.4mL-phút-2
397,GGA15-HH 5,319.31428,5516,267.10001,52.21427,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 5 mg-L-01102024-Q=50.4mL-phút-2
398,GGA15,318.06458,301,262.6,55.464579999999955,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 10 mg-L-01102024-Q=50.36mL-phút-3
399,GGA15,320.49792,774,261.90001,58.59791000000001,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 10 mg-L-01102024-Q=50.36mL-phút-3
400,GGA15,320.72292,1249,262.49999,58.22292999999996,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 10 mg-L-01102024-Q=50.36mL-phút-3
401,GGA15,319.8449,1720,262.30001,57.54489000000001,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 10 mg-L-01102024-Q=50.36mL-phút-3
402,GGA15,320.22292,2192,263.50001,56.72291000000001,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 10 mg-L-01102024-Q=50.36mL-phút-3
403,GGA15-HH 10,324.34375,2668,265.19999,59.143759999999986,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 10 mg-L-01102024-Q=50.36mL-phút-3
404,GGA15-HH 10,321.032,3142,266.60001,54.431989999999985,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 10 mg-L-01102024-Q=50.36mL-phút-3
405,GGA15-HH 10,320.45833,3614,264.9,55.55833000000001,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 10 mg-L-01102024-Q=50.36mL-phút-3
406,GGA15-HH 10,320.56939,4088,269.89999,50.669399999999996,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 10 mg-L-01102024-Q=50.36mL-phút-3
407,GGA15-HH 10,321.35102,4559,271.80001,49.55101000000002,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 10 mg-L-01102024-Q=50.36mL-phút-3
408,GGA15-HH 10,320.80833,5035,268.20001,52.60831999999999,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 10 mg-L-01102024-Q=50.36mL-phút-3
409,GGA15-HH 10,310.91458,5508,262.2,48.71458000000001,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 10 mg-L-01102024-Q=50.36mL-phút-3
410,GGA15-HH 10,307.6375,5982,264.2,43.4375,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 10 mg-L-01102024-Q=50.36mL-phút-3
411,GGA15-HH 10,311.25,6454,266.29999,44.95001000000002,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA15-HH 10 mg-L-01102024-Q=50.36mL-phút-3
412,GGA20,307.6375,301,264.2,43.4375,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA20-HH 15 mg-L-01102024-Q=50.3mL-phút-3
413,GGA20,311.25,773,266.29999,44.95001000000002,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA20-HH 15 mg-L-01102024-Q=50.3mL-phút-3
414,GGA20,308.294,1244,261.79999,46.49401,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA20-HH 15 mg-L-01102024-Q=50.3mL-phút-3
415,GGA20,309.42916,1718,263.50001,45.92915000000005,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA20-HH 15 mg-L-01102024-Q=50.3mL-phút-3
416,GGA20,305.43061,2191,257.2,48.23061000000001,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA20-HH 15 mg-L-01102024-Q=50.3mL-phút-3
417,GGA20,308.66667,2665,262.2,46.46667000000002,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA20-HH 15 mg-L-01102024-Q=50.3mL-phút-3
418,GGA20,309.46939,3140,260.6,48.86938999999995,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA20-HH 15 mg-L-01102024-Q=50.3mL-phút-3
419,GGA20,304.59375,3613,256.8,47.79374999999999,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA20-HH 15 mg-L-01102024-Q=50.3mL-phút-3
420,GGA20,303.00417,4086,256.39999,46.604179999999985,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA20-HH 15 mg-L-01102024-Q=50.3mL-phút-3
421,GGA20-HH 15,305.45,4557,259.9,45.55000000000001,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA20-HH 15 mg-L-01102024-Q=50.3mL-phút-3
422,GGA20-HH 15,312.54118,5032,255.0,57.54118,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA20-HH 15 mg-L-01102024-Q=50.3mL-phút-3
423,GGA20-HH 15,306.98269,5504,257.7,49.28269,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA20-HH 15 mg-L-01102024-Q=50.3mL-phút-3
424,GGA20-HH 15,309.63846,5979,260.6,49.038459999999986,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA20-HH 15 mg-L-01102024-Q=50.3mL-phút-3
425,GGA20-HH 15,307.24231,6451,259.29999,47.942319999999995,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA20-HH 15 mg-L-01102024-Q=50.3mL-phút-3
426,GGA20-HH 15,309.07692,6923,263.3,45.77691999999996,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA20-HH 15 mg-L-01102024-Q=50.3mL-phút-3
427,GGA20-HH 15,309.30864,7399,260.8,48.508640000000014,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA20-HH 15 mg-L-01102024-Q=50.3mL-phút-3
428,GGA20-HH 15,302.55556,7878,256.70001,45.855549999999994,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA20-HH 15 mg-L-01102024-Q=50.3mL-phút-3
429,GGA20-HH 15,291.13143,8356,250.29999,40.831440000000015,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA20-HH 15 mg-L-01102024-Q=50.3mL-phút-3
430,GGA20-HH 15,289.07714,8824,248.3,40.777139999999974,U198-H5-VS2-29.09.2024,U198-H5-VS2-GGA20-HH 15 mg-L-01102024-Q=50.3mL-phút-3
431,GGA20,377.98235,301,335.70001,42.28233999999998,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 5 mg-L-01102024-Q=50.37mL-phút-2
432,GGA20,384.7697,775,339.1,45.66969999999998,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 5 mg-L-01102024-Q=50.37mL-phút-2
433,GGA20,386.05294,1250,342.20001,43.85292999999996,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 5 mg-L-01102024-Q=50.37mL-phút-2
434,GGA20,385.68529,1721,340.99999,44.685299999999984,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 5 mg-L-01102024-Q=50.37mL-phút-2
435,GGA20,386.10294,2195,342.3,43.80293999999998,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 5 mg-L-01102024-Q=50.37mL-phút-2
436,GGA20,385.03636,2671,339.70001,45.33634999999998,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 5 mg-L-01102024-Q=50.37mL-phút-2
437,GGA20,383.52727,3142,338.80001,44.72726,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 5 mg-L-01102024-Q=50.37mL-phút-2
438,GGA20-HH 5,388.83235,3621,351.1,37.73235,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 5 mg-L-01102024-Q=50.37mL-phút-2
439,GGA20-HH 5,388.80882,4095,354.20001,34.608810000000005,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 5 mg-L-01102024-Q=50.37mL-phút-2
440,GGA20-HH 5,387.92778,4571,352.60001,35.32776999999999,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 5 mg-L-01102024-Q=50.37mL-phút-2
441,GGA20-HH 5,387.77059,5042,353.19999,34.57060000000001,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 5 mg-L-01102024-Q=50.37mL-phút-2
442,GGA20-HH 5,388.85294,5521,359.69999,29.152949999999976,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 5 mg-L-01102024-Q=50.37mL-phút-2
443,GGA20-HH 5,390.49091,5992,360.19999,30.29091999999997,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 5 mg-L-01102024-Q=50.37mL-phút-2
444,GGA20-HH 5,389.13529,6466,358.39999,30.735299999999995,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 5 mg-L-01102024-Q=50.37mL-phút-2
445,GGA20,386.87576,301,355.4,31.475760000000037,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 15 mg-L-01102024-Q=50.48mL-phút-2
446,GGA20,385.25429,780,354.9,30.35429000000005,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 15 mg-L-01102024-Q=50.48mL-phút-2
447,GGA20,383.17647,1252,353.50001,29.67646000000002,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 15 mg-L-01102024-Q=50.48mL-phút-2
448,GGA20,382.73529,1723,351.59999,31.13530000000003,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 15 mg-L-01102024-Q=50.48mL-phút-2
449,GGA20,383.07059,2198,352.60001,30.470579999999984,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 15 mg-L-01102024-Q=50.48mL-phút-2
450,GGA20,383.71515,2670,353.89999,29.81515999999999,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 15 mg-L-01102024-Q=50.48mL-phút-2
451,GGA20,383.24412,3144,353.19999,30.044129999999996,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 15 mg-L-01102024-Q=50.48mL-phút-2
452,GGA20-HH 10,390.41515,3619,353.1,37.31514999999996,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 15 mg-L-01102024-Q=50.48mL-phút-2
453,GGA20-HH 10,383.55588,4091,352.2,31.355880000000013,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 15 mg-L-01102024-Q=50.48mL-phút-2
454,GGA20-HH 10,382.80556,4563,352.2,30.605560000000025,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 15 mg-L-01102024-Q=50.48mL-phút-2
455,GGA20-HH 10,380.32424,5039,349.20001,31.124229999999955,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 15 mg-L-01102024-Q=50.48mL-phút-2
456,GGA20-HH 10,379.49411,5513,351.1,28.394109999999955,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 15 mg-L-01102024-Q=50.48mL-phút-2
457,GGA20-HH 10,380.05,5986,351.39999,28.65001000000001,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 15 mg-L-01102024-Q=50.48mL-phút-2
458,GGA20-HH 10,370.38529,6458,346.1,24.285289999999975,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 15 mg-L-01102024-Q=50.48mL-phút-2
459,GGA20-HH 10,367.14118,6932,344.19999,22.941190000000006,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 15 mg-L-01102024-Q=50.48mL-phút-2
460,GGA20-HH 10,368.58823,7406,346.39999,22.188240000000008,U199-H6-VS2-29.09.2024,U199-H6-VS2-GGA20-HH 15 mg-L-01102024-Q=50.48mL-phút-2
461,GGA10,319.99123,301,239.0,80.99122999999997,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA10- HH 5mg-L-02102024-Q=50.25mL-phút-3
462,GGA10,327.11404,776,240.9,86.21403999999998,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA10- HH 5mg-L-02102024-Q=50.25mL-phút-3
463,GGA10,338.21163,1228,248.3,89.91163,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA10- HH 5mg-L-02102024-Q=50.25mL-phút-3
464,GGA10,336.16341,1707,249.4,86.76341,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA10- HH 5mg-L-02102024-Q=50.25mL-phút-3
465,GGA10,337.32439,2186,248.1,89.22439,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA10- HH 5mg-L-02102024-Q=50.25mL-phút-3
466,GGA10-HH5,340.53902,2659,249.1,91.43902,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA10- HH 5mg-L-02102024-Q=50.25mL-phút-3
467,GGA10-HH5,340.36341,3135,261.4,78.96341000000001,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA10- HH 5mg-L-02102024-Q=50.25mL-phút-3
468,GGA10-HH5,341.36744,3526,267.6,73.76743999999997,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA10- HH 5mg-L-02102024-Q=50.25mL-phút-3
469,GGA10-HH5,340.75122,3997,266.0,74.75121999999999,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA10- HH 5mg-L-02102024-Q=50.25mL-phút-3
470,GGA10-HH5,334.2561,4471,261.1,73.15609999999998,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA10- HH 5mg-L-02102024-Q=50.25mL-phút-3
471,GGA10-HH5,336.27805,4945,264.4,71.87805000000003,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA10- HH 5mg-L-02102024-Q=50.25mL-phút-3
472,GGA10-HH5,338.00732,5418,267.6,70.40731999999997,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA10- HH 5mg-L-02102024-Q=50.25mL-phút-3
473,GGA10-HH5,339.35854,5889,267.3,72.05854,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA10- HH 5mg-L-02102024-Q=50.25mL-phút-3
474,GGA10-HH5,339.87073,6364,269.2,70.67072999999999,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA10- HH 5mg-L-02102024-Q=50.25mL-phút-3
475,GGA10-HH5,338.30976,6838,267.6,70.70975999999996,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA10- HH 5mg-L-02102024-Q=50.25mL-phút-3
476,GGA20,330.52571,301,260.50001,70.02570000000003,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA20- Zn(II)10-Cr(VI)-15-Ni(II) 15mg-L-02102024-Q=50.3mL-phút-4
477,GGA20,333.625,776,260.89999,72.72501,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA20- Zn(II)10-Cr(VI)-15-Ni(II) 15mg-L-02102024-Q=50.3mL-phút-4
478,GGA20,328.66286,1248,257.2,71.46286000000003,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA20- Zn(II)10-Cr(VI)-15-Ni(II) 15mg-L-02102024-Q=50.3mL-phút-4
479,GGA20,326.11143,1721,253.8,72.31142999999997,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA20- Zn(II)10-Cr(VI)-15-Ni(II) 15mg-L-02102024-Q=50.3mL-phút-4
480,GGA20,330.55,2194,257.7,72.85000000000002,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA20- Zn(II)10-Cr(VI)-15-Ni(II) 15mg-L-02102024-Q=50.3mL-phút-4
481,GGA20,332.25429,2668,261.09999,71.15430000000003,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA20- Zn(II)10-Cr(VI)-15-Ni(II) 15mg-L-02102024-Q=50.3mL-phút-4
482,GGA20-Zn10-Cr15-Ni15,332.61667,3142,256.90001,75.71665999999999,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA20- Zn(II)10-Cr(VI)-15-Ni(II) 15mg-L-02102024-Q=50.3mL-phút-4
483,GGA20-Zn10-Cr15-Ni15,325.56111,3613,251.1,74.46110999999999,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA20- Zn(II)10-Cr(VI)-15-Ni(II) 15mg-L-02102024-Q=50.3mL-phút-4
484,GGA20-Zn10-Cr15-Ni15,327.70278,4086,259.79999,67.90279000000004,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA20- Zn(II)10-Cr(VI)-15-Ni(II) 15mg-L-02102024-Q=50.3mL-phút-4
485,GGA20-Zn10-Cr15-Ni15,332.47714,4560,261.09999,71.37715000000003,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA20- Zn(II)10-Cr(VI)-15-Ni(II) 15mg-L-02102024-Q=50.3mL-phút-4
486,GGA20-Zn10-Cr15-Ni15,329.76389,5036,262.10001,67.66388,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA20- Zn(II)10-Cr(VI)-15-Ni(II) 15mg-L-02102024-Q=50.3mL-phút-4
487,GGA20-Zn10-Cr15-Ni15,319.0027,5505,256.8,62.20269999999999,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA20- Zn(II)10-Cr(VI)-15-Ni(II) 15mg-L-02102024-Q=50.3mL-phút-4
488,GGA20-Zn10-Cr15-Ni15,314.89143,5981,252.60001,62.291420000000016,U200-H5-VS2-27.09.2024,U200-H5-VS2-GGA20- Zn(II)10-Cr(VI)-15-Ni(II) 15mg-L-02102024-Q=50.3mL-phút-4
