,Loại,Doin (mV),No.peak,DOmin (mV),DDO (mV),Tên sheet,Tên mẫu
4074,GGA17.5-Ni-5,284.1798,3144,271.59,12.5898,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Ni(II) 5mg-L-01082024-Q=49.84mL-phút-5
4075,GGA17.5-Ni-5,284.5682,3616,273.27,11.29817,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Ni(II) 5mg-L-01082024-Q=49.84mL-phút-5
4076,GGA17.5-Ni-5,284.6151,4089,273.06,11.5551,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Ni(II) 5mg-L-01082024-Q=49.84mL-phút-5
4077,GGA17.5-Ni-5,284.7108,4563,272.85,11.86079,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Ni(II) 5mg-L-01082024-Q=49.84mL-phút-5
4078,GGA17.5-Ni-5,284.5208,5038,273.54,10.98081,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Ni(II) 5mg-L-01082024-Q=49.84mL-phút-5
4079,GGA17.5-Ni-5,284.8937,5509,274.02,10.87368,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Ni(II) 5mg-L-01082024-Q=49.84mL-phút-5
4080,GGA17.5-Ni-5,284.326,5989,273.58,10.74601,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Ni(II) 5mg-L-01082024-Q=49.84mL-phút-5
4081,GGA17.5,281.6796,301,270.34,11.33959,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Zn(II) 10mg-L-01082024-Q=50.04mL-phút-3
4082,GGA17.5,282.0967,774,270.23,11.86672,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Zn(II) 10mg-L-01082024-Q=50.04mL-phút-3
4083,GGA17.5,281.89,1249,269.98,11.90999,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Zn(II) 10mg-L-01082024-Q=50.04mL-phút-3
4084,GGA17.5,280.9141,1726,269.23,11.68407,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Zn(II) 10mg-L-01082024-Q=50.04mL-phút-3
4085,GGA17.5,280.582,2201,268.58,12.00205,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Zn(II) 10mg-L-01082024-Q=50.04mL-phút-3
4086,GGA17.5,280.031,2674,268.5,11.531,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Zn(II) 10mg-L-01082024-Q=50.04mL-phút-3
4087,GGA17.5-Zn-10,278.5596,3147,266.99,11.56961,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Zn(II) 10mg-L-01082024-Q=50.04mL-phút-3
4088,GGA17.5-Zn-10,278.5958,3621,266.8,11.79576,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Zn(II) 10mg-L-01082024-Q=50.04mL-phút-3
4089,GGA17.5-Zn-10,278.054,4096,265.63,12.424,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Zn(II) 10mg-L-01082024-Q=50.04mL-phút-3
4090,GGA17.5-Zn-10,278.7085,4569,267.83,10.87855,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Zn(II) 10mg-L-01082024-Q=50.04mL-phút-3
4091,GGA17.5-Zn-10,278.5015,5043,267.87,10.6315,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Zn(II) 10mg-L-01082024-Q=50.04mL-phút-3
4092,GGA17.5-Zn-10,278.4435,5517,267.49,10.95352,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Zn(II) 10mg-L-01082024-Q=50.04mL-phút-3
4093,GGA17.5-Zn-10,278.5183,5989,267.2,11.31824,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Zn(II) 10mg-L-01082024-Q=50.04mL-phút-3
4094,GGA17.5-Zn-10,278.2335,6462,267.16,11.0735,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Zn(II) 10mg-L-01082024-Q=50.04mL-phút-3
4095,GGA17.5-Zn-10,278.2868,6936,267.68,10.60676,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Zn(II) 10mg-L-01082024-Q=50.04mL-phút-3
4096,GGA17.5-Zn-10,278.3463,7409,267.89,10.45624,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Zn(II) 10mg-L-01082024-Q=50.04mL-phút-3
4097,GGA17.5-Zn-10,277.837,7882,268.23,9.60699,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Zn(II) 10mg-L-01082024-Q=50.04mL-phút-3
4098,GGA17.5-Zn-10,277.5933,8357,268.35,9.24324,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Zn(II) 10mg-L-01082024-Q=50.04mL-phút-3
4099,GGA17.5-Zn-10,277.5513,8830,268.25,9.30125,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Zn(II) 10mg-L-01082024-Q=50.04mL-phút-3
4100,GGA17.5,278.3995,301,269.58,8.81951,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Cr(VI) 5mg-L-01082024-Q=49.84mL-phút-4
4101,GGA17.5,278.341,776,269.35,8.99099,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Cr(VI) 5mg-L-01082024-Q=49.84mL-phút-4
4102,GGA17.5,278.7308,1249,269.25,9.48075,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Cr(VI) 5mg-L-01082024-Q=49.84mL-phút-4
4103,GGA17.5,278.4498,1723,269.27,9.17976,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Cr(VI) 5mg-L-01082024-Q=49.84mL-phút-4
4104,GGA17.5,278.3908,2196,268.81,9.58075,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Cr(VI) 5mg-L-01082024-Q=49.84mL-phút-4
4105,GGA17.5,278.0646,2669,268.85,9.21462,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Cr(VI) 5mg-L-01082024-Q=49.84mL-phút-4
4106,GGA17.5-Cr-5,277.3041,3144,268.0,9.30414,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Cr(VI) 5mg-L-01082024-Q=49.84mL-phút-4
4107,GGA17.5-Cr-5,277.1398,3614,266.87,10.26975,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Cr(VI) 5mg-L-01082024-Q=49.84mL-phút-4
4108,GGA17.5-Cr-5,277.277,4090,268.27,9.00701,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Cr(VI) 5mg-L-01082024-Q=49.84mL-phút-4
4109,GGA17.5-Cr-5,277.2627,4562,268.04,9.22264,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Cr(VI) 5mg-L-01082024-Q=49.84mL-phút-4
4110,GGA17.5-Cr-5,275.5484,5042,267.01,8.53836,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Cr(VI) 5mg-L-01082024-Q=49.84mL-phút-4
4111,GGA17.5-Cr-5,277.9542,5504,269.23,8.72423,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Cr(VI) 5mg-L-01082024-Q=49.84mL-phút-4
4112,GGA17.5-Cr-5,275.9394,5979,269.06,6.87941,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Cr(VI) 5mg-L-01082024-Q=49.84mL-phút-4
4113,GGA17.5-Cr-5,277.1285,6450,269.19,7.93853,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Cr(VI) 5mg-L-01082024-Q=49.84mL-phút-4
4114,GGA17.5-Cr-5,277.2841,6924,269.52,7.76413,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Cr(VI) 5mg-L-01082024-Q=49.84mL-phút-4
4115,GGA17.5-Cr-5,276.7074,7400,269.21,7.49736,U139-H1-VS2-30.07.2024,U139-H1-VS2-GGA17.5-Cr(VI) 5mg-L-01082024-Q=49.84mL-phút-4
4116,GGA15,368.52,301,342.4,26.11999,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Zn(II) 5mg-L-01082024-Q=49.84mL-phút-5
4117,GGA15,363.7575,781,338.6,25.15749,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Zn(II) 5mg-L-01082024-Q=49.84mL-phút-5
4118,GGA15,364.9829,1254,338.9,26.08293,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Zn(II) 5mg-L-01082024-Q=49.84mL-phút-5
4119,GGA15,364.1125,1727,338.5,25.61251,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Zn(II) 5mg-L-01082024-Q=49.84mL-phút-5
4120,GGA15,362.3075,2199,336.3,26.00751,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Zn(II) 5mg-L-01082024-Q=49.84mL-phút-5
4121,GGA15,362.4825,2672,337.0,25.48249,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Zn(II) 5mg-L-01082024-Q=49.84mL-phút-5
4122,GGA15-Zn-5,363.995,3152,335.5,28.495,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Zn(II) 5mg-L-01082024-Q=49.84mL-phút-5
4123,GGA15-Zn-5,363.955,3626,337.0,26.95499,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Zn(II) 5mg-L-01082024-Q=49.84mL-phút-5
4124,GGA15-Zn-5,363.3425,4100,336.6,26.74249,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Zn(II) 5mg-L-01082024-Q=49.84mL-phút-5
4125,GGA15-Zn-5,360.8725,4572,337.4,23.47251,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Zn(II) 5mg-L-01082024-Q=49.84mL-phút-5
4126,GGA15-Zn-5,359.5525,5046,335.6,23.95251,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Zn(II) 5mg-L-01082024-Q=49.84mL-phút-5
4127,GGA15-Zn-5,357.6366,5520,335.1,22.53658,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Zn(II) 5mg-L-01082024-Q=49.84mL-phút-5
4128,GGA15-Zn-5,355.9975,5992,335.0,20.99749,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Zn(II) 5mg-L-01082024-Q=49.84mL-phút-5
4129,GGA15-Zn-5,356.265,6462,337.3,18.965,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Zn(II) 5mg-L-01082024-Q=49.84mL-phút-5
4130,GGA15-Zn-5,356.8625,6938,337.0,19.86249,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Zn(II) 5mg-L-01082024-Q=49.84mL-phút-5
4131,GGA15-Zn-5,357.0925,7411,337.9,19.19249,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Zn(II) 5mg-L-01082024-Q=49.84mL-phút-5
4132,GGA15,344.1425,301,324.1,20.04251,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Ni(II) 5mg-L-01082024-Q=50.04mL-phút-6
4133,GGA15,343.3976,776,323.3,20.09756,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Ni(II) 5mg-L-01082024-Q=50.04mL-phút-6
4134,GGA15,343.2775,1255,321.2,22.07749,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Ni(II) 5mg-L-01082024-Q=50.04mL-phút-6
4135,GGA15,344.9,1725,323.4,21.50001,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Ni(II) 5mg-L-01082024-Q=50.04mL-phút-6
4136,GGA15,341.355,2200,320.4,20.955,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Ni(II) 5mg-L-01082024-Q=50.04mL-phút-6
4137,GGA15,341.805,2674,318.6,23.205,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Ni(II) 5mg-L-01082024-Q=50.04mL-phút-6
4138,GGA15-Ni-5,341.545,3148,318.4,23.145,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Ni(II) 5mg-L-01082024-Q=50.04mL-phút-6
4139,GGA15-Ni-5,341.275,3620,319.1,22.17501,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Ni(II) 5mg-L-01082024-Q=50.04mL-phút-6
4140,GGA15-Ni-5,342.28,4096,325.2,17.08001,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Ni(II) 5mg-L-01082024-Q=50.04mL-phút-6
4141,GGA15-Ni-5,343.21,4569,325.1,18.11,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Ni(II) 5mg-L-01082024-Q=50.04mL-phút-6
4142,GGA15-Ni-5,343.775,5044,326.7,17.075,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Ni(II) 5mg-L-01082024-Q=50.04mL-phút-6
4143,GGA15-Ni-5,343.6756,5515,326.7,16.97561,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Ni(II) 5mg-L-01082024-Q=50.04mL-phút-6
4144,GGA15-Ni-5,342.2325,5988,325.1,17.1325,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Ni(II) 5mg-L-01082024-Q=50.04mL-phút-6
4145,GGA15-Ni-5,341.7975,6460,327.0,14.79751,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Ni(II) 5mg-L-01082024-Q=50.04mL-phút-6
4146,GGA15-Ni-5,341.3,6936,326.0,15.29999,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Ni(II) 5mg-L-01082024-Q=50.04mL-phút-6
4147,GGA15-Ni-5,341.97,7407,327.2,14.77,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA15-Ni(II) 5mg-L-01082024-Q=50.04mL-phút-6
4148,GGA5,339.645,301,322.5,17.14501,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA5-Cr(VI) 5mg-L-01082024-Q=50.48mL-phút-1
4149,GGA5,338.46,778,320.2,18.26,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA5-Cr(VI) 5mg-L-01082024-Q=50.48mL-phút-1
4150,GGA5,338.0925,1252,320.1,17.99249,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA5-Cr(VI) 5mg-L-01082024-Q=50.48mL-phút-1
4151,GGA5,339.265,1732,320.9,18.36501,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA5-Cr(VI) 5mg-L-01082024-Q=50.48mL-phút-1
4152,GGA5,338.0025,2205,319.2,18.80249,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA5-Cr(VI) 5mg-L-01082024-Q=50.48mL-phút-1
4153,GGA5,337.805,2677,319.6,18.20501,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA5-Cr(VI) 5mg-L-01082024-Q=50.48mL-phút-1
4154,GGA5-Cr-5,348.855,3151,328.8,20.05501,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA5-Cr(VI) 5mg-L-01082024-Q=50.48mL-phút-1
4155,GGA5-Cr-5,343.015,3625,324.9,18.115,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA5-Cr(VI) 5mg-L-01082024-Q=50.48mL-phút-1
4156,GGA5-Cr-5,344.8971,4095,328.9,15.99705,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA5-Cr(VI) 5mg-L-01082024-Q=50.48mL-phút-1
4157,GGA5-Cr-5,347.2324,4569,331.7,15.53235,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA5-Cr(VI) 5mg-L-01082024-Q=50.48mL-phút-1
4158,GGA5-Cr-5,346.1647,5045,332.8,13.3647,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA5-Cr(VI) 5mg-L-01082024-Q=50.48mL-phút-1
4159,GGA5-Cr-5,345.7438,5519,332.0,13.74376,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA5-Cr(VI) 5mg-L-01082024-Q=50.48mL-phút-1
4160,GGA5-Cr-5,345.3467,5989,332.2,13.14667,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA5-Cr(VI) 5mg-L-01082024-Q=50.48mL-phút-1
4161,GGA5-Cr-5,344.8533,6463,332.4,12.45334,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA5-Cr(VI) 5mg-L-01082024-Q=50.48mL-phút-1
4162,GGA5-Cr-5,344.6688,6935,333.4,11.26874,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA5-Cr(VI) 5mg-L-01082024-Q=50.48mL-phút-1
4163,GGA5-Cr-5,343.64,7410,333.5,10.14,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA5-Cr(VI) 5mg-L-01082024-Q=50.48mL-phút-1
4164,GGA5-Cr-5,343.8625,7881,333.1,10.76252,U140-H3-VS2-30.07.2024,U140-H3-VS2-GGA5-Cr(VI) 5mg-L-01082024-Q=50.48mL-phút-1
4165,GGA17.5,281.645,303,268.56,13.085,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA17.5-Cr(VI) 10mg-L-02082024-Q=50.34mL-phút-5
4166,GGA17.5,281.5644,774,269.21,12.35441,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA17.5-Cr(VI) 10mg-L-02082024-Q=50.34mL-phút-5
4167,GGA17.5,281.8241,1249,268.79,13.03407,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA17.5-Cr(VI) 10mg-L-02082024-Q=50.34mL-phút-5
4168,GGA17.5,281.6696,1721,269.31,12.35959,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA17.5-Cr(VI) 10mg-L-02082024-Q=50.34mL-phút-5
4169,GGA17.5,281.8371,2195,269.0,12.83714,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA17.5-Cr(VI) 10mg-L-02082024-Q=50.34mL-phút-5
4170,GGA17.5,281.5927,2668,268.37,13.22265,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA17.5-Cr(VI) 10mg-L-02082024-Q=50.34mL-phút-5
4171,GGA17.5-Cr-10,281.1522,3142,268.31,12.84224,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA17.5-Cr(VI) 10mg-L-02082024-Q=50.34mL-phút-5
4172,GGA17.5-Cr-10,281.3684,3616,269.29,12.07836,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA17.5-Cr(VI) 10mg-L-02082024-Q=50.34mL-phút-5
4173,GGA17.5-Cr-10,281.0771,4087,269.63,11.44714,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA17.5-Cr(VI) 10mg-L-02082024-Q=50.34mL-phút-5
4174,GGA17.5-Cr-10,280.7378,4562,269.9,10.83776,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA17.5-Cr(VI) 10mg-L-02082024-Q=50.34mL-phút-5
4175,GGA17.5-Cr-10,280.5804,5035,270.76,9.8204,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA17.5-Cr(VI) 10mg-L-02082024-Q=50.34mL-phút-5
4176,GGA17.5-Cr-10,280.7992,5508,271.49,9.30921,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA17.5-Cr(VI) 10mg-L-02082024-Q=50.34mL-phút-5
4177,GGA17.5-Cr-10,280.8806,5981,272.39,8.49059,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA17.5-Cr(VI) 10mg-L-02082024-Q=50.34mL-phút-5
4178,GGA17.5-Cr-10,280.7176,6456,272.93,7.78761,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA17.5-Cr(VI) 10mg-L-02082024-Q=50.34mL-phút-5
4179,GGA17.5-Cr-10,280.9747,6928,273.24,7.73471,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA17.5-Cr(VI) 10mg-L-02082024-Q=50.34mL-phút-5
4180,GGA17.5-Cr-10,280.838,7401,273.68,7.15797,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA17.5-Cr(VI) 10mg-L-02082024-Q=50.34mL-phút-5
4181,GGA17.5-Cr-10,281.0927,7876,274.31,6.78265,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA17.5-Cr(VI) 10mg-L-02082024-Q=50.34mL-phút-5
4182,GGA17.5-Cr-10,280.6574,8349,274.29,6.36739,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA17.5-Cr(VI) 10mg-L-02082024-Q=50.34mL-phút-5
4183,GGA17.5-Cr-10,280.8124,8823,274.73,6.08239,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA17.5-Cr(VI) 10mg-L-02082024-Q=50.34mL-phút-5
4184,GGA20,279.3825,302,272.99,6.39246,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA20-Ni(II) 10mg-L-02082024-Q=50.04mL-phút-3
4185,GGA20,279.5794,777,272.95,6.62938,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA20-Ni(II) 10mg-L-02082024-Q=50.04mL-phút-3
4186,GGA20,279.4304,1247,272.85,6.5804,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA20-Ni(II) 10mg-L-02082024-Q=50.04mL-phút-3
4187,GGA20,279.3647,1724,273.04,6.32469,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA20-Ni(II) 10mg-L-02082024-Q=50.04mL-phút-3
4188,GGA20,279.1965,2196,272.85,6.34652,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA20-Ni(II) 10mg-L-02082024-Q=50.04mL-phút-3
4189,GGA20,278.7016,2670,272.37,6.33164,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA20-Ni(II) 10mg-L-02082024-Q=50.04mL-phút-3
4190,GGA20-Ni-10,278.3188,3144,272.76,5.55879,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA20-Ni(II) 10mg-L-02082024-Q=50.04mL-phút-3
4191,GGA20-Ni-10,278.2692,3616,273.2,5.06917,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA20-Ni(II) 10mg-L-02082024-Q=50.04mL-phút-3
4192,GGA20-Ni-10,278.2143,4090,272.91,5.30429,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA20-Ni(II) 10mg-L-02082024-Q=50.04mL-phút-3
4193,GGA20-Ni-10,278.1322,4566,273.16,4.97224,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA20-Ni(II) 10mg-L-02082024-Q=50.04mL-phút-3
4194,GGA20-Ni-10,277.9592,5037,273.06,4.89919,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA20-Ni(II) 10mg-L-02082024-Q=50.04mL-phút-3
4195,GGA20-Ni-10,277.81,5511,272.93,4.88001,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA20-Ni(II) 10mg-L-02082024-Q=50.04mL-phút-3
4196,GGA20-Ni-10,277.7253,5984,272.58,5.14532,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA20-Ni(II) 10mg-L-02082024-Q=50.04mL-phút-3
4197,GGA20-Ni-10,278.2106,6456,273.62,4.59061,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA20-Ni(II) 10mg-L-02082024-Q=50.04mL-phút-3
4198,GGA20-Ni-10,277.9602,6928,273.77,4.19021,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA20-Ni(II) 10mg-L-02082024-Q=50.04mL-phút-3
4199,GGA20-Ni-10,277.4023,7403,272.99,4.41226,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA20-Ni(II) 10mg-L-02082024-Q=50.04mL-phút-3
4200,GGA20-Ni-10,276.9176,7877,272.81,4.10755,U141-H1-VS2-01.08.2024,U141-H1-VS2-GGA20-Ni(II) 10mg-L-02082024-Q=50.04mL-phút-3
4201,GGA12.5,362.6067,301,343.1,19.50665,U142-H3-VS2-31.07.2024,U142-H3-VS2-GGA12.5-Zn(II) 10mg-L-02082024-Q=50.52mL-phút-5
4202,GGA12.5,366.6774,782,347.6,19.07741,U142-H3-VS2-31.07.2024,U142-H3-VS2-GGA12.5-Zn(II) 10mg-L-02082024-Q=50.52mL-phút-5
4203,GGA12.5,368.0355,1257,348.7,19.3355,U142-H3-VS2-31.07.2024,U142-H3-VS2-GGA12.5-Zn(II) 10mg-L-02082024-Q=50.52mL-phút-5
4204,GGA12.5,366.529,1729,347.0,19.52903,U142-H3-VS2-31.07.2024,U142-H3-VS2-GGA12.5-Zn(II) 10mg-L-02082024-Q=50.52mL-phút-5
4205,GGA12.5,363.6097,2203,344.4,19.20968,U142-H3-VS2-31.07.2024,U142-H3-VS2-GGA12.5-Zn(II) 10mg-L-02082024-Q=50.52mL-phút-5
4206,GGA12.5-Zn-10,363.8323,2677,346.2,17.63227,U142-H3-VS2-31.07.2024,U142-H3-VS2-GGA12.5-Zn(II) 10mg-L-02082024-Q=50.52mL-phút-5
4207,GGA12.5-Zn-10,364.0484,3150,340.3,23.7484,U142-H3-VS2-31.07.2024,U142-H3-VS2-GGA12.5-Zn(II) 10mg-L-02082024-Q=50.52mL-phút-5
4208,GGA12.5-Zn-10,365.3129,3622,346.4,18.91291,U142-H3-VS2-31.07.2024,U142-H3-VS2-GGA12.5-Zn(II) 10mg-L-02082024-Q=50.52mL-phút-5
4209,GGA12.5-Zn-10,365.7548,4095,347.7,18.05484,U142-H3-VS2-31.07.2024,U142-H3-VS2-GGA12.5-Zn(II) 10mg-L-02082024-Q=50.52mL-phút-5
4210,GGA12.5-Zn-10,364.9839,4569,347.3,17.68388,U142-H3-VS2-31.07.2024,U142-H3-VS2-GGA12.5-Zn(II) 10mg-L-02082024-Q=50.52mL-phút-5
4211,GGA12.5-Zn-10,364.9742,5043,347.9,17.07419,U142-H3-VS2-31.07.2024,U142-H3-VS2-GGA12.5-Zn(II) 10mg-L-02082024-Q=50.52mL-phút-5
4212,GGA12.5-Zn-10,362.0097,5516,345.6,16.40967,U142-H3-VS2-31.07.2024,U142-H3-VS2-GGA12.5-Zn(II) 10mg-L-02082024-Q=50.52mL-phút-5
4213,GGA12.5-Zn-10,361.8968,5988,346.3,15.59676,U142-H3-VS2-31.07.2024,U142-H3-VS2-GGA12.5-Zn(II) 10mg-L-02082024-Q=50.52mL-phút-5
4214,GGA12.5-Zn-10,361.0419,6464,345.4,15.64193,U142-H3-VS2-31.07.2024,U142-H3-VS2-GGA12.5-Zn(II) 10mg-L-02082024-Q=50.52mL-phút-5
4215,GGA12.5,359.7903,301,344.3,15.49033,U142-H3-VS2-31.07.2024,U142-H3-VS2-GGA12.5-Cr(VI) 15mg-L-02082024-Q=50.05mL-phút-5
4216,GGA12.5,358.5613,780,342.1,16.4613,U142-H3-VS2-31.07.2024,U142-H3-VS2-GGA12.5-Cr(VI) 15mg-L-02082024-Q=50.05mL-phút-5
4217,GGA12.5,357.471,1252,340.5,16.97097,U142-H3-VS2-31.07.2024,U142-H3-VS2-GGA12.5-Cr(VI) 15mg-L-02082024-Q=50.05mL-phút-5
4218,GGA12.5,358.629,1726,342.1,16.52904,U142-H3-VS2-31.07.2024,U142-H3-VS2-GGA12.5-Cr(VI) 15mg-L-02082024-Q=50.05mL-phút-5
4219,GGA12.5,358.3194,2199,341.7,16.61937,U142-H3-VS2-31.07.2024,U142-H3-VS2-GGA12.5-Cr(VI) 15mg-L-02082024-Q=50.05mL-phút-5
4220,GGA12.5,355.5742,2673,340.1,15.4742,U142-H3-VS2-31.07.2024,U142-H3-VS2-GGA12.5-Cr(VI) 15mg-L-02082024-Q=50.05mL-phút-5
4221,GGA12.5-Cr-15,358.229,3148,340.7,17.52903,U142-H3-VS2-31.07.2024,U142-H3-VS2-GGA12.5-Cr(VI) 15mg-L-02082024-Q=50.05mL-phút-5
