1	282.2200012
2	282.2999878
3	282.3200073
4	282.3800049
5	282.4700012
6	282.4500122
7	282.4700012
8	282.3800049
9	282.3599854
10	282.3800049
11	282.2999878
12	282.3200073
13	282.3200073
14	282.2799988
15	282.3599854
16	282.3999939
17	282.3599854
18	282.3200073
19	282.3800049
20	282.3999939
21	282.3999939
22	282.3999939
23	282.2999878
24	282.2600098
25	282.2399902
26	282.2000122
27	282.0899963
28	282.2200012
29	282.2200012
30	282.1499939
31	282.2200012
32	282.1499939
33	282.1499939
34	282.2399902
35	282.1099854
36	282.0899963
37	282.2399902
38	282.2999878
39	282.3200073
40	282.3999939
41	282.4899902
42	282.4500122
43	282.4700012
44	282.4899902
45	282.4700012
46	282.4899902
47	282.4500122
48	282.4500122
49	282.5299988
50	282.5299988
51	282.5899963
52	282.5899963
53	282.3800049
54	282.3800049
55	282.2999878
56	282.3399963
57	282.2799988
58	282.3800049
59	282.3399963
60	282.3999939
61	282.3999939
62	282.5100098
63	282.4700012
64	282.4700012
65	282.4500122
66	282.4500122
67	282.3999939
68	282.3999939
69	282.3399963
70	282.3399963
71	282.3999939
72	282.3800049
73	282.3800049
74	282.3999939
75	282.4700012
76	282.5299988
77	282.5100098
78	282.4500122
79	282.5100098
80	282.5700073
81	282.5100098
82	282.4700012
83	282.4899902
84	282.4299927
85	282.3800049
86	282.1700134
87	282.2399902
88	282.2600098
89	282.2200012
90	282.2600098
91	282.2799988
92	282.2799988
93	282.2799988
94	282.2399902
95	282.2399902
96	282.2000122
97	282.2399902
98	282.2200012
99	282.2000122
100	282.2000122
101	282.3399963
102	282.3999939
103	282.5700073
104	282.8399963
105	283.0899963
106	283.1799927
107	283.2999878
108	283.6799927
109	284.0100098
110	284.1199951
111	284.3900146
112	284.5799866
113	284.6400146
114	284.7900085
115	284.9599915
116	284.8500061
117	284.9299927
118	285.0799866
119	285.25
120	285.3500061
121	285.3699951
122	285.3699951
123	285.3699951
124	285.3900146
125	285.3900146
126	285.480011
127	285.4200134
128	285.3699951
129	285.3099976
130	285.3099976
131	285.269989
132	285.269989
133	285.3099976
134	285.5599976
135	285.7099915
136	285.8099976
137	285.8500061
138	285.75
139	285.75
140	285.4400024
141	285.3099976
142	285.3099976
143	285.3500061
144	285.4599915
145	285.4400024
146	285.4599915
147	285.230011
148	285.2900085
149	285.269989
150	285.25
151	285.269989
152	285.2099915
153	285.2099915
154	285.25
155	285.269989
156	285.25
157	285.1400146
158	285.1199951
159	285.0599976
160	285
161	285
162	285
163	284.9599915
164	284.9599915
165	285.0599976
166	285.1199951
167	285.0799866
168	285
169	284.8699951
170	284.8099976
171	284.8099976
172	284.8699951
173	284.8900146
174	284.8900146
175	285.019989
176	285.0400085
177	285.0599976
178	285.0599976
179	285
180	284.9299927
181	284.9599915
182	284.8900146
183	284.7900085
184	284.8099976
185	284.769989
186	284.7900085
187	284.769989
188	284.8099976
189	284.7900085
190	284.8099976
191	284.9100037
192	284.9100037
193	284.8900146
194	284.9100037
195	284.980011
196	285.0799866
197	285.0599976
198	285.0400085
199	285.0400085
200	285.0400085
201	285.1000061
202	285.019989
203	285.019989
204	284.9599915
205	284.980011
206	284.980011
207	285.1000061
208	285.0799866
209	285.0799866
210	285.0799866
211	285.0400085
212	285.0599976
213	285.1199951
214	285.1000061
215	284.980011
216	285
217	284.9299927
218	284.9100037
219	284.9599915
220	284.980011
221	285.1000061
222	285.0599976
223	285.0799866
224	285
225	285.019989
226	285
227	284.8900146
228	284.9299927
229	285
